Item_ID,Item,Construct,Bloom_Level,Bloom_Action_Verbs,DoK_Level,Lexical_Diversity,Avg_Sentence_Length,Readability,DBSCAN_Cluster,NMF_Topic,Spectral_Cluster,Cluster,Topic
HiBloom_243,"The geography department of Jinja Progressive Secondary School is planning to transport 
its senior four students for a fieldwork in Kasenyi in Entebbe municipality on Mon 8th. 
July.2024. Each trip of the bus costs shs 40,000 and that of a coaster costs shs 25,000. The 
bus has a capacity of 42 students and that of a coaster is 14 students. All the 126 registered 
students contributed a total of shs 200,000 and will go for the tour. The coaster is expected 
to make more trips than the bus.  
While in Kasenyi, their geography teacher Mr. Sempa visited the nearby shopping mall 
which happen to be the largest called Victoria shopping mall. While inside it, he found out
that three shirts and two trousers costed shs. 105,000. Also two shirts and five trousers 
costed shs. 180,000.  
Task;  a) (i) As a mathematics student, help the geography department to formulate five 
inequalities from the information given above.  
(ii) Determine the number of trips each vehicle should make so as to spend the 
least amount of money.  
b) Find the cost;  
(i) Each shirt and each trouser.  
(ii) Three items of each type at the shopping mall",Data and Probability,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.58,11.76470588235294,66.53240681998413,1,0,0,0,0
HiBloom_244,"During their Geography fieldwork, students of S.4 set o for a trip to explore three study 
areas. They left school at 6:00 a.m., at a bearing of 000 for their first destination, 60 km 
away. They arrived at 7:40 a.m. and spent 45 minutes learning and taking notes. From 
there, they travelled on a bearing of N60E to the second destination. The bus moved at an 
average speed of 60 km/h, and they arrived at 9:15 a.m. After a 1 hour and 5 minutes’ 
session, they continued to the third area, which was located 120 km directly west of the 
second. The driver maintained a speed of 70 km/h, and the students spent 2 hours learning 
at that final site. After completing their activities, the driver was advised to take a direct 
route from the third destination back to the school. However, since he was unfamiliar with 
the road, he drove at an average speed of 50km/h. He was unsure whether they would 
return before the school’s 4:00 p.m. deadline. The students were eager to know if they 
would make it back in time.  
Task: 
(a) Determine the distance of the direct route from the third study  area back  to the 
school. 
(b) Determine whether the students will reach school before 4:00 pm",Numbers,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.5110132158590308,10.80952380952381,74.16788292253523,2,2,2,1,0
HiBloom_245,"Stephen is starting a juice business and plans to serve his juice in specially  designed  conic 
cups. Each cup has a height of 10 cm, a top diameter of 8 cm, and a bottom radius of 2 cm. He intends to wrap the curved surface of each cup with branded paper displaying  his business 
details. He has found a supplier who charges UGX 30,000 per square metre for the wrapping material. Each cup will also be completely filled with juice, and Stephen has received 
an order to supply 20 litres of juice to a local client. Task 
a) Estimate the amount of wrapping paper (in square metres) required to cover the 
curved surface of one conic cup. 
b) Determine how many cups are needed to fill the 20-litre juice order, and calculate 
the total cost of wrapping all the cups needed. 
c) Why is it important for Stephen to carry out these calculations before starting 
production? ",Patterns and Algebra,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.6012658227848101,19.75,63.93865384615388,0,1,1,0,1
HiBloom_246,"Three friends Jane, Justin and Jessica have contributed a total amount of UGX 12,000,000 to 
start a business of producing mattresses. The ratio of contribution of Jane to Justin was 2:3 
and that of Justin to Jessica was 2:5 
On their way to the factory of mattresses, they were told that the cost of producing the 
mattresses is partly constant and partly varies as the number of mattresses produced. They 
also discovered that the cost of making 10 mattresses is UGX 50,000 and the cost of making 
20 Mattresses is UGX 80,000. They are really interested in finding the cost of making 50 
mattresses. 
TASK 
a) Find how much Jessica contributed to start the business 
b) Help the three friends to determine the cost of making 50 mattresses
Task 
a) Estimate the amount of wrapping paper (in square metres) required to cover the 
curved surface of one conic cup. 
b) Determine how many cups are needed to fill the 20-litre juice order, and calculate 
the total cost of wrapping all the cups needed. 
c) Why is it important for Stephen to carry out these calculations before starting 
production? ",Geometry and Measures,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.4923076923076923,27.85714285714286,50.87500000000003,1,1,0,2,1
HiBloom_247,"Three friends Jane, Justin and Jessica have contributed a total amount of UGX 12,000,000 to 
start a business of producing mattresses. The ratio of contribution of Jane to Justin was 2:3 
and that of Justin to Jessica was 2:5 
On their way to the factory of mattresses, they were told that the cost of producing the 
mattresses is partly constant and partly varies as the number of mattresses produced. They 
also discovered that the cost of making 10 mattresses is UGX 50,000 and the cost of making 
20 Mattresses is UGX 80,000. They are really interested in finding the cost of making 50 
mattresses. 
TASK 
a) Find how much Jessica contributed to start the business 
b) Help the three friends to determine the cost of making 50 mattresses",Numbers,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.4626865671641791,26.8,53.2900625,2,1,2,1,1
HiBloom_248,"Three friends Jane, Justin and Jessica have contributed a total amount of UGX 12,000,000 to 
start a business of producing mattresses. The ratio of contribution of Jane to Justin was 2:3 
and that of Justin to Jessica was 2:5 
On their way to the factory of mattresses, they were told that the cost of producing the 
mattresses is partly constant and partly varies as the number of mattresses produced. They 
also discovered that the cost of making 10 mattresses is UGX 50,000 and the cost of making 
20 Mattresses is UGX 80,000. They are really interested in finding the cost of making 50 
mattresses. 
TASK 
a) Find how much Jessica contributed to start the business 
b) Help the three friends to determine the cost of making 50 mattresses",Data and Probability,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.4626865671641791,26.8,53.2900625,0,1,1,2,1
HiBloom_249,"Three friends Jane, Justin and Jessica have contributed a total amount of UGX 12,000,000 to 
start a business of producing mattresses. The ratio of contribution of Jane to Justin was 2:3 
and that of Justin to Jessica was 2:5 
On their way to the factory of mattresses, they were told that the cost of producing the 
mattresses is partly constant and partly varies as the number of mattresses produced. They 
also discovered that the cost of making 10 mattresses is UGX 50,000 and the cost of making 
20 Mattresses is UGX 80,000. They are really interested in finding the cost of making 50 
mattresses. 
TASK 
a) Find how much Jessica contributed to start the business 
b) Help the three friends to determine the cost of making 50 mattresses",Numbers,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.4626865671641791,26.8,53.2900625,1,1,0,2,1
HiBloom_250,"You decided to have a joint graduation party with your family members which will cost a total of
four million Ugandan shillings. You are nearing a D- day and you want to find out whether you
have enough required amount of money or not. And below are the contributions.
 Your parents promised to contribute 30% of the money.
 Your friends promised 10% more than that your parents promised.
 And since you are the owner of the party, you contributed 20% of the required
amount.
When you went for shopping, you moved 6km due East from your home and the 8km due South
to reach the market directly to save time. And you made a booking of one million, seventy five
thousand for all items required for the party.
Task
a) How far is it from your home to the market if you used the shortest route as the old man
told you?
b) Make a simple budget for the party according to the booking.
c) Do you have the required amount for the party? Justify.
d) How much would you remain with according to the budget?
e) What advice can you give the party organizing committee?",Patterns and Algebra,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.5510204081632653,14.0,72.83294348508635,2,1,2,1,1
HiBloom_251,"The youths of Mawoito village have been playing football on Mr. Kibwika’s land. Of recent, Mr.
Kibwika has decided to cultivate his land to plant cassava and the youths are no longer having
where to play football from. On reporting to the chairperson and the aspiring member of
parliament(M.P) of their area,the chairperson promised them land that measures 60m by 120m,
while the aspiring M.P promised a tractor that would be used to level this land into a football
pitch. The youths are therefore to contribute for the fuel that would be used to run the tractor.
 The dimensions of the pitch should be 100m by 50m.
 Scale : 1cm represents 10m.
 The cost of fuel is Ugx.5,000 per liter.
 The tractor uses 10 liters every after 30 minutes.
Task:
a) Help the youth leader of the village to;
i. Design the given piece of land.
ii. Determine the area of the proportion of land that remains after the construction of
the football pitch.
iii. Decide on what the remaining land should be used for.
b) If the tractor levels 100m2
in one hour, how much money should be raised by the youths
to level the ground",Geometry and Measures,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.5517241379310345,10.15,76.0020348139256,0,1,1,0,0
HiBloom_252,"A senior four student staying in a hostel of a certain secondary school in Namutumba, wished to
collect water from the nearby borehole and empty it in a cylindrical tank of diameter 1.8m and
height 1.2m located within the compound of their hostel.The student used a plastic bucket which
was in the shape of a frustrum having an open end of diameter 30cm and a bottom diameter of
20cm and height of 42cm.
A painter was sent by the headteacher of the same school to paint the walls of this hostel. He
mixed three kinds of paints A,B and C to form a homogeneous paint of capacity three hundred
and sixty liters. The ratio by amount used of paint A to paint B was 3:2 and that of paint B to
paint C was 1:2. Paint A costed Ugshs. 1,800 per liter, paint B costed Ugx. 2,400 per liter and
paint C costs Ugx.1,275 per liter.
Task:
a) Determine the;
(i) Capacity of the plastic bucket of water in liters correct to 3 decimal places.
(ii) Capacity of the cylindrical tank correct to 2 dp.
(iii) Number of buckets that must be drawn to fill the tank.
b) (i) Amount of each paint in the mixture.
(ii) Amount of money needed to make 1 liter of the mixture.
(iii) Percentage profit made by selling the mixture at Ughs 2,210 per liter",Numbers,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.4586776859504132,14.23529411764706,73.28449961802906,1,1,0,0,2
HiBloom_253,"A chicken farmer in Mayuge decided to weigh a sample of 800 eggs on his farm and classify
them according to their mass( m grams) inorder to optimize the packing process. The frequency
distribution of the egg masses is as follows:
Mass in grams Number of eggs
40 – 44 36
45 – 49 142
50 – 54 286
55 – 59 238
60 – 64 76
65 – 69 22
The farmer’s plan is to pack eggs in given weights.
Task:
a) Determine the median mass of an egg from the frequency distribution to understand the
central tendency of the egg weights.
b) What would be the percentage of eggs which would be classified as large (over 62
grams).
c) The farmer plans to pack eggs that weigh over 62 grams, with each pack containing 12
eggs. If each pack costs UGX 12,000, calculate the total revenue the farmer will earn from selling all the large eggs and compare the revenue earned from selling the same eggs to a middle man who is buying at UGX 9,000. What advice will you offer to this
farmer?",Data and Probability,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.5901639344262295,26.14285714285714,66.52500000000002,2,1,2,1,2
HiBloom_254,"A young enterprenuer from a remote area in northern Uganda is planning to start up a small
bakery business and seeks your advice on financial matters related to her venture. She plans
to invest a total of $10,000 into the business and wants to understand the financial
implications of different financing options. She has approached two money lenders and she is
asking for your input before she takes on the decision.
Lender 1: This young enterprenuer , wants to borrow UGX 50,000 from a local bank to
purchase the baking equipment. The bank offers her two different repayment plans:
 Option 1: Simple Interest – The loan is offered at an annual interest rate of 20% and
to be paid after 2 years.
 Option 2: Compound Interest – The loan is offered at an annual interest rate of 4%
and is to be paid after 2 years.
 Lender 2: This young interprenuer is considering a hire purchase agreement with a bakery
equipment supplier. The total cost of the equipment is $1,000 followed by monthly payment of
$400 for 24 months. The supplier will consider a constant dollar rate of $1 = UGX 3,800.
Task:
a) Calculate the total repayment amount for each financial option over the loan term and
compare them to determine which option would be more cost- effective for the young
enterprenuer’s bakery business.
b) Analyze the monthly cash flow implication for this young enterprenuer, under each
financing option, considering her ability to manage operational expenses alongside loan
repayments.
c) Based on your calculations and analysis in (a) and (b), provide the young enterprenuer ,
with a recommendation on which financial option would be optimal for her bakery busines, taking into account both total replacement amount and monthly cash flow considerations.",Numbers,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.4863013698630137,24.33333333333333,44.0160293263647,0,1,1,2,2
HiBloom_255,"In preparation for S.4 prom party that took place at Elite International School last term, one of
the students was chosen by his fellow candidates to be the chairperson organizing committee.
This student had to travel from their school which was located within Entebbe Municipality to
Kyaliwajjala for shopping of party items which was 160km north of their school. From
Kyaliwajjala, he moved west wards 150km to Kajjansi town. From there, he headed to Ndeeba
town which was 90km in the S750W direction. From Ndeeba, he continued to Kyebando town
which was 148km south of Kajjansi town. Later on he discovered that there was a shortest route
he could have used to move directly from their school to Kyebando town. In Kyebando town, he did the shopping and bought 400 chicken at UGX 35,000 per chicken.
The seller offered him a 2% discount on each chicken plus an additional 5% discount for any
number of chicken bought in excess of 250. He also bought two identical jerrycans of cooking
oil. The larger being of height 30cm and the smaller of 25cm. The larger has a capacity of
10liters and the smaller 5liters. If he bought 4 smaller and 2 larger jerrycans.
Task:
a) With relevant sketch and calculations, determine how far the student would move if heused the shortest route.
b) Determine the total cost incurred in purchasing chicken.
c) What is the maximum amount of cooking oil the student bought for the prom party?",Patterns and Algebra,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.5465587044534413,15.4375,64.91077168367347,1,2,0,0,0
HiBloom_256,"In Jinja District, a father has a rectangular piece of land and decided to give a triangular piece
of land ABC with a mvule tree planted at each of the corners. AB =80m, BC=100m and
angle ABC=60°. He decided to construct a circular wall touching all the three straight edges
for his residence and leave the other areas for growing vegetables. The last time he tried to
determine this circular boundary, it was not touching one straight edge. This farther Identifies
you as a student of mathematics and has given you a plane paper, pencil, ruler and a pair of
compasses to kindly help him to;
locate the distance of centre of the circular wall from the trees at A and B respectively.
subsequently, find the size of the area for growing vegetables.
Task:
Using a suitable scale, help the family determine the:
(a) centre of the circular wall.
(b) radius of the circular wall.
(c) area for growing vegetables in square meters. ",Geometry and Measures,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.5696969696969697,18.33333333333333,58.69762099522839,2,1,2,1,0
HiBloom_257,"Your member of parliament with an intension of giving out loans for small Paris development
model, visited a SACCO of 30 people. He interviewed them on the following
activities;Agriculture (A), Fishing (F) and cattle keeping (C).
It was agreed that; Each person engaged in agriculture gets shs. 400,000
Each person engaged in fishing gets shs. 500,000
Each person engaged in cattle keeping gets shs. 300,000
Each person engaged in none of the activities and one engaged in more than one activity doesn't
qualify to get this money.
The MP found out that one member engaged in all the three activities, three were engaged in
agriculture and fishing, five were engaged in fishing and cattle keeping, four were engaged in
agriculture and cattle keeping and two did not engage in any of the three activities. Equal
numbers of people were engaged in each of the three activities.
Task:
Basing on calculations, advise the community officer on the number of members who;
(I) qualify to get the money
(II) do not qualify to get the money
(b) How much money does the MP need to give this SACCO? ",Numbers,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.4816753926701571,21.22222222222222,53.50026881720433,0,0,1,2,0
HiBloom_258,"During a football training, the coach positions three cones at different points to form a
triangular portion ABC. The points were marked correctly using coordinates A(1, -3),
B(3, -4), and C(1, -5). Due to many players in the team, there is a change in the position of
the cones to create space for the second lineup during the training session. The coach makes
sure the points undergo a rotational transformation to form the new position AꞌBꞌCꞌ. The
coordinates for the new position are (3, 1), (4, 3), and (5, 1) respectively.
Task:
(a) As a senior four student, help the coach to locate the original position of the cones and
the new position of the cones on the same coordinate axes and find the angle between
them. Use a scale of 1cm to represent 1 unit on both the horizontal and vertical axes.
(b) The cones are further changed from AꞌBꞌCꞌ through a rotation of positive quarter turn
about the origin to form new positions AꞌꞌBꞌꞌ and Cꞌꞌ for the last players of the team to
train. Determine the coordinates of the new position AꞌꞌBꞌꞌCꞌꞌand the angle between ABC
and AꞌꞌBꞌꞌCꞌꞌ
(c) The school experiences a problem of scarcity of training materials, and plans to get a loan
of UGX. 3,000,000 for buying the training materials. The loan is to be paid back in 3
years. One bank offers the loan at a simple interest rate of 10% and the other offers the
same loan at a compound interest rate of 5%. The school is finding it hard to decide
which bank to get the loan from. Help to advise the school which bank they should get
the loan from and why?",Data and Probability,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.445993031358885,20.5,66.39000000000001,1,2,0,0,0
HiBloom_259,"Hamis a trader in Kampala sold 800 tiles in the first month. Each tile costs UGX. 4000. In the
second month, he sold 16% more tiles than in the first month. In the third month, he sold 22%
more than in the first month. Each month, the trader receives commission of 7% on the price of
each tiles for the first 500 tiles sold. He also receives 11% commission on each tiles sold in
excess of 500 tiles.
From the commission that Hamis got as his reward, he started a small business at
school(canteen). His sales from the canteen for three days were as follows; on Monday, the
canteen sold 32 soda, 12 mineral water bottles, 33 queen cakes and 52 samosas. On Tuesday, 27
sodas, 14 mineral water bottles, 28 queen cakes and 45 samosas were sold. On Wednesday, 25
sodas, 29 queen cakes, 16 mineral water bottles and 36 samosas were sold. The canteen sells
each soda at UGX. 1000, each mineral water bottle at UGX.700, each queen cake at UGX.500
and UGX.400 each samosa.
Task:
(a) Find how many more tiles were sold in the third month than in the second month and
calculate the commission he received in the third month.
ii In a certain month, the trader received a commission of UGX. 265,400. Calculate the number
of tiles he sold in that month.
(b) Help Hamis to organize the information from his side business of the canteen and find the
amount of money gained from the sales of the items per day.",Numbers,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.3931297709923664,12.47619047619048,84.80462215850913,2,1,2,1,1
HiBloom_260,"Sarah and Rakib have been looking for a job to find a way of living in the city. Fortunately they
were called to work in one of the factories in Jinja where they agreed to receive a total of
UGX.306,000 for the work done. Rakib is paid for 14 days while Sarah is paid for 15 days of
work. Rakib’s pay for 6 days is UGX.6000 more than what Sarah gets for 4 days.
From what they always earn, Sarah and Rakib plan to spend some money for consumption in the
restaurant to buy tilapia fish. A restaurant offers two kinds of fried tilapia; full and half. It costs
UGX.3000 and UGX.5000 to have half and full tilapias ready for consumption, respectively. The
quantity of half plus two times that of full tilapias does not exceed 20. At the same time, the
quantity of full tilapia does not exceed twice that of half tilapia. The restaurant makes a profit of
UGX.1000 and UGX.1,500 on half and full tilapias each, respectively.
Task:
(a) As one of the financial manager at the factory, help Sarah and Rakib to know how much
each earns per day?
(b) Find the quantity of each kind of fried tilapia that should be made so as to obtain
maximum profits, if the restaurant is ready to invest UGX.60,000.",Patterns and Algebra,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.5,12.21052631578947,84.8907026143791,0,1,1,0,2
HiBloom_261,"The teacher of physical education Mr. Rogers marked three different points during the practical
lesson. He named the points OPQ to form a triangular shape. He labelled displacement OP as
vector p, and displacement OQ as vector q. He further marked point T on OQ such that
4 OT=OQ and also marked point R on PQ such that the ratio of PR: RQ = 2:5. He stationed point
X as the point of intersection such that lines OR and PT meet at X so that PX=n PT and
RX= m RO, where m and n are constants. He also organized a raised table in form of a cliff 23m
high above the ground and told one of the students Auma who is 1m high to stand on top and
observe the movement of the ball that is going to be kicked by Joshua. Joshua kicked the ball and
Auma observed it approaching her directly from Joshua. At first the angle of depression is 12
and later 41.
Task:
(a) express the following vectors in terms of p and q
(i) OR
(ii) PT
(iii) TR
(b) Express RX in two different ways in terms of p, q, m and n. Hence find the values of m
and n
(c) How far did the ball advance between the first and second observation?",Geometry and Measures,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.5605381165919282,20.27272727272727,73.86318181818186,1,1,0,0,1
HiBloom_262,"Mr. Kyewalyanga is working with the newly set up institute in Bugweri district and his
annual gross salary is UGX.9,180,000 which includes the following allowances:
Family relief and insurance: UGX. 384, 000 per annum
Marriage allowance: 1/18th of the gross monthly income
Housing allowance: UGX.60,000 per month.
Water and electricity: UGX.36,000 per month.
Medical: UGX.330,000 per annum.
Transport allowance: UGX.34,500.
Family allowance for four children only
Age(years) Amount (UGX.)
0 to 10 22,000
Between 10 to 17 inclusive 18,400
Over 17 12,500
Mr. Kyewalyanga has a family of five children, two of whom are aged between 0 and 10
years, one aged 19 years, another 12 years and the other17 years.
The income tax structure on taxable income is shown in the table below;",Numbers,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.6142857142857143,9.333333333333334,61.94182795698927,2,0,2,1,2
HiBloom_263,"Taxable income (UGX.) per month Tax rate (%)
1-45,000 Free
45,001-115,000 18.0
115,001-210,000 24.5
210,001-330,000 36.0
330,001-480,000 41.4
Above 480,000 48.0    Tasks:
(a) Mr. Kyewalyanga wants to find out how much of his money is taxed but he could not
determine it. As a senior four student, help him to;
(i) Calculate his taxable income.
(ii) Calculate his income tax
(b) Determine the percentage of his gross monthly salary that goes to tax.
(c) Mr. Kyewalanga plans to use part of his net pay to travel abroad. Given that 1US Dollar
($) = UGX.3728. Help him to convert his net pay to dollars",Data and Probability,Analyse ,"Analyze, Appraise, Break down, Categorize, Classify, Compare, Contrast, Correlate, Decompose, Deconstruct, Diagram, Differentiate, Discriminate, Distinguish, Dissect, Examine, Explore, Identify patterns, Integrate, Investigate, Parse, Relate, Resolve, Separate, Subdivide, Uncover, Unravel",3.499263622974963,0.6446280991735537,8.066666666666666,83.97130769230769,0,0,1,0,2
HiBloom_264,"A certain peasant man deep in Buyende district wished to construct a simple one roomed house.
He was advised to employ a professional civil engineer to help him construct this permanent
structure using burnt bricks. The engineer erected the four walls of 8m long, 6m wide and 3m
high upto the wall plate. From the wall plate level, he joined pieces of timber and iron sheets to
form a roof that was constructed in the shape of a pyramid. All the slanting edges of the roof
where 10m long. The engineer decided to label the four base corners of the pyramid shaped roof
as A, B, C and D, and its vertex as V.
But due to the financial stand of this peasant, he decided to only paint the inner surfaces of the
four walls with a budget of UGX 400,000. The room had two painted doors in the middle of the
walls opposite to each other. Each door was 2m high and 0.75m wide. The room also had one
painted window in one of the side walls which was 1 square meter. A painter charged UGX 800
per square meter painted, and for every 10 square meter wall painted consumed a 4 liter tin paint,
which was sold at UGX 70,000.
Task:
As a mathematics student;
a) Help the civil engineer design an appropriate roof for the house of the peasant. What will
be the;
(i) Height of the roof from the wall plate level.
(ii) Angle formed between each slanting edge and the base ABCD.
(iii) Angle formed between the planesVBC and VAD.
(iv) Volume of the house. b) Establish computations to find out if the budgeted money could be enough for painting
work.
c) If a painter offers a discount of 10% on labour and 5% on every liter of paint , how much
money shall the family save?",Numbers,Evaluate,Appraise; Argue; Assess; Check; Conclude; Confirm; Critique; Debunk; Defend; Detect errors; Evaluate; Hypothesise; Interpret; Judge; Justify; Monitor; Prioritise; Prove; Rank; Rate; Recommend; Refute; Review; Select; Support; Test; Validate; Verify.,3.0,0.5254777070063694,16.52631578947368,75.04725169703465,1,1,0,0,1
HiBloom_265,"The geography department of Jinja Progressive Secondary School is planning to transport
its senior four students for a fieldwork in Kasenyi in Entebbe municipality on Mon 8th
.
July.2024. Each trip of the bus costs shs 40,000 and that of a coaster costs shs 25,000.
The bus has a capacity of 42 students and that of a coaster is 14 students. All the 126
registered students contributed a total of shs 200,000 and will go for the tour. The coaster
is expected to make more trips than the bus.
While in Kasenyi, their geography teacher Mr. Sempa visited the nearby shopping mall
which happen to be the largest called Victoria shopping mall. While inside it, he found
out that three shirts and two trousers costed shs.105,000. Also two shirts and five trousers
costed shs.180,000 .
Task;
a) (i) As a mathematics student, help the geography department to formulate five
inequalities from the information given above.
(ii) Determine the number of trips each vehicle should make so as to spend the least
amount of money.
b) Find the cost;
(i) Each shirt and each trouser.
(ii) Three items of each type at the shopping mall?",Patterns and Algebra,Create,Adapt; Assemble; Combine; Compile; Compose; Construct; Derive; Design; Develop; Devise; Formulate; Generalise; Generate; Hypothesise; Integrate; Invent; Make; Model; Modify; Originate; Plan; Predict; Produce; Prove; Reconstruct; Reorganise; Re-present; Synthesise; Theorise; Write,4.0,0.58,11.76470588235294,66.2661057692308,2,0,2,1,0
